,Date,High,Low,Open,Close,Volume,Adj Close,company_name
0,2017-01-23,30.20249938964844,29.9424991607666,30.0,30.020000457763672,88200800.0,28.25727844238281,3
1,2017-01-24,30.024999618530273,29.875,29.88750076293945,29.99250030517578,92844000.0,28.23139572143555,3
2,2017-01-25,30.524999618530273,30.06999969482422,30.104999542236328,30.46999931335449,129510400.0,28.680856704711914,3
3,2017-01-26,30.61000061035156,30.399999618530273,30.417499542236328,30.48500061035156,105350400.0,28.694976806640625,3
4,2017-01-27,30.587499618530273,30.399999618530273,30.53499984741211,30.48749923706055,82251600.0,28.69732666015625,3
5,2017-01-30,30.40749931335449,30.165000915527344,30.232500076293945,30.40749931335449,121510000.0,28.62203025817871,3
6,2017-01-31,30.34749984741211,30.15500068664551,30.28750038146973,30.337499618530273,196804000.0,28.556137084960934,3
7,2017-02-01,32.622501373291016,31.752500534057614,31.75749969482422,32.1875,447940000.0,30.29750823974609,3
8,2017-02-02,32.34749984741211,31.94499969482422,31.9950008392334,32.13249969482422,134841600.0,30.24573135375977,3
9,2017-02-03,32.297500610351555,32.040000915527344,32.077499389648445,32.27000045776367,98029200.0,30.37516593933105,3
10,2017-02-06,32.625,32.22499847412109,32.282501220703125,32.572498321533196,107383600.0,30.65989875793457,3
11,2017-02-07,33.022499084472656,32.612499237060554,32.634998321533196,32.88249969482422,152735200.0,30.95170021057129,3
12,2017-02-08,33.05500030517578,32.80500030517578,32.837501525878906,33.009998321533196,92016400.0,31.07170867919922,3
13,2017-02-09,33.112499237060554,32.779998779296875,32.91249847412109,33.10499954223633,113399600.0,31.296232223510746,3
14,2017-02-10,33.235000610351555,33.012500762939446,33.115001678466804,33.029998779296875,80262000.0,31.22533226013184,3
15,2017-02-13,33.455001831054695,33.1875,33.27000045776367,33.322498321533196,92141600.0,31.50185394287109,3
16,2017-02-14,33.772499084472656,33.3125,33.36750030517578,33.755001068115234,132904800.0,31.910728454589844,3
17,2017-02-15,34.067501068115234,33.654998779296875,33.880001068115234,33.877498626708984,142492400.0,32.02653121948242,3
18,2017-02-16,33.97499847412109,33.709999084472656,33.91749954223633,33.837501525878906,90338400.0,31.98871994018555,3
19,2017-02-17,33.95750045776367,33.775001525878906,33.775001525878906,33.93000030517578,88792800.0,32.07616424560547,3
20,2017-02-21,34.1875,33.99499893188477,34.05749893188477,34.174999237060554,98028800.0,32.30777359008789,3
21,2017-02-22,34.279998779296875,34.02750015258789,34.107498168945305,34.27750015258789,83347600.0,32.404674530029304,3
22,2017-02-23,34.36999893188477,34.075000762939446,34.345001220703125,34.13249969482422,83152800.0,32.26759719848633,3
23,2017-02-24,34.165000915527344,33.81999969482422,33.977500915527344,34.165000915527344,87106400.0,32.29832077026367,3
24,2017-02-27,34.360000610351555,34.06999969482422,34.28499984741211,34.232498168945305,81029600.0,32.362133026123054,3
25,2017-02-28,34.360000610351555,34.174999237060554,34.27000045776367,34.247501373291016,93931600.0,32.37631225585937,3
26,2017-03-01,35.03749847412109,34.400001525878906,34.47249984741211,34.947498321533196,145658400.0,33.03806304931641,3
27,2017-03-02,35.06999969482422,34.689998626708984,35.0,34.740001678466804,104844000.0,32.841903686523445,3
